serial,path,ipaddress,adaptive_question_order_1,adaptive_question_order_2,adaptive_question_order_3,adaptive_question_order_4,adaptive_question_order_5,adaptive_question_order_6,adaptive_question_order_7,adaptive_question_order_8,adaptive_question_order_9,adaptive_question_order_10,adaptive_question_order_11,adaptive_question_order_12,adaptive_question_order_13,adaptive_question_order_14,adaptive_question_order_15,adaptive_question_order_16,adaptive_question_order_17,adaptive_question_order_18,adaptive_question_order_19,adaptive_question_order_20,adaptive_question_id_1,adaptive_question_id_2,adaptive_question_id_3,adaptive_question_id_4,adaptive_question_id_5,adaptive_question_id_6,adaptive_question_id_7,adaptive_question_id_8,adaptive_question_id_9,adaptive_question_id_10,adaptive_question_id_11,adaptive_question_id_12,adaptive_question_id_13,adaptive_question_id_14,adaptive_question_id_15,adaptive_question_id_16,adaptive_question_id_17,adaptive_question_id_18,adaptive_question_id_19,adaptive_question_id_20,adaptive_question_info_1,adaptive_question_info_2,adaptive_question_info_3,adaptive_question_info_4,adaptive_question_info_5,adaptive_question_info_6,adaptive_question_info_7,adaptive_question_info_8,adaptive_question_info_9,adaptive_question_info_10,adaptive_question_info_11,adaptive_question_info_12,adaptive_question_info_13,adaptive_question_info_14,adaptive_question_info_15,adaptive_question_info_16,adaptive_question_info_17,adaptive_question_info_18,adaptive_question_info_19,adaptive_question_info_20,adaptive_response_answer_1,adaptive_response_answer_2,adaptive_response_answer_3,adaptive_response_answer_4,adaptive_response_answer_5,adaptive_response_answer_6,adaptive_response_answer_7,adaptive_response_answer_8,adaptive_response_answer_9,adaptive_response_answer_10,adaptive_response_answer_11,adaptive_response_answer_12,adaptive_response_answer_13,adaptive_response_answer_14,adaptive_response_answer_15,adaptive_response_answer_16,adaptive_response_answer_17,adaptive_response_answer_18,adaptive_response_answer_19,adaptive_response_answer_20,adaptive_response_time_1,adaptive_response_time_2,adaptive_response_time_3,adaptive_response_time_4,adaptive_response_time_5,adaptive_response_time_6,adaptive_response_time_7,adaptive_response_time_8,adaptive_response_time_9,adaptive_response_time_10,adaptive_response_time_11,adaptive_response_time_12,adaptive_response_time_13,adaptive_response_time_14,adaptive_response_time_15,adaptive_response_time_16,adaptive_response_time_17,adaptive_response_time_18,adaptive_response_time_19,adaptive_response_time_20
132357,3,75.142.137.29,1,1,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,524288,524289,655361,655362,688130,688131,688132,688133,688134,689158,689670,689926,689927,689991,690023,690039,690040,690044,690045,A:$95/0days-B:$250/90days,A:$248/0days-B:$250/90days,A:$250/0days-B:$300/7days,A:$150/3days-B:$250/90days,A:$250/0days-B:$300/14days,A:$120/0days-B:$250/90days,A:$249/0days-B:$300/14days,A:$150/3days-B:$250/60days,A:$96/0days-B:$250/90days,A:$80/7days-B:$250/90days,A:$248/0days-B:$300/14days,A:$247/0days-B:$300/14days,A:$97/0days-B:$250/90days,A:$246/0days-B:$300/14days,A:$245/0days-B:$300/14days,A:$98/0days-B:$250/90days,A:$99/0days-B:$250/90days,A:$249/0days-B:$300/7days,A:$100/0days-B:$250/90days,A:$248/0days-B:$300/7days,2,1,2,1,2,1,1,1,1,2,2,2,1,2,2,2,1,2,1,2,1425918810.9547,1425918814.9681,1425918818.88836,1425918832.43792,1425918838.66143,1425918842.3181,1425918846.1696,1425918850.86656,1425918860.51126,1425918865.29099,1425918870.5077,1425918874.09361,1425918878.86786,1425918883.29788,1425918887.25932,1425918893.51427,1425918898.50556,1425918902.47348,1425918905.94393,1425918909.56893
132355,1,209.34.146.98,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,524288,524289,655361,720897,720898,737282,745474,745475,747523,748547,749059,749315,749443,749507,749539,749555,749563,749564,749565,A:$95/0days-B:$250/90days,A:$248/0days-B:$250/90days,A:$250/0days-B:$300/7days,A:$150/3days-B:$250/90days,A:$245/0days-B:$250/30days,A:$150/0days-B:$250/90days,A:$249/0days-B:$300/7days,A:$120/0days-B:$150/90days,A:$250/0days-B:$300/14days,A:$249/0days-B:$300/14days,A:$248/0days-B:$300/14days,A:$100/0days-B:$150/90days,A:$99/0days-B:$150/90days,A:$100/14days-B:$150/90days,A:$247/0days-B:$300/14days,A:$98/0days-B:$150/90days,A:$97/0days-B:$150/90days,A:$249/0days-B:$250/90days,A:$247/0days-B:$250/90days,A:$248/0days-B:$250/30days,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1425918857.37386,1425918862.2263,1425918871.88653,1425918878.61288,1425918883.19433,1425918888.07223,1425918893.21646,1425918901.84574,1425918907.47275,1425918914.12826,1425918920.35828,1425918925.64374,1425918930.38633,1425918938.2028,1425918944.59877,1425918951.08476,1425918956.85714,1425918961.73755,1425918966.12318,1425918970.86595
132360,4,206.255.177.39,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0,524288,524289,655361,720897,720898,737282,745474,745475,747523,748547,749059,749060,749188,749189,749221,749237,749245,749249,749251,A:$95/0days-B:$250/90days,A:$248/0days-B:$250/90days,A:$250/0days-B:$300/7days,A:$150/3days-B:$250/90days,A:$245/0days-B:$250/30days,A:$150/0days-B:$250/90days,A:$249/0days-B:$300/7days,A:$120/0days-B:$150/90days,A:$250/0days-B:$300/14days,A:$249/0days-B:$300/14days,A:$248/0days-B:$300/14days,A:$100/0days-B:$150/90days,A:$247/0days-B:$300/14days,A:$100/14days-B:$150/90days,A:$248/0days-B:$300/7days,A:$99/0days-B:$150/90days,A:$246/0days-B:$300/14days,A:$98/0days-B:$150/90days,A:$97/0days-B:$150/90days,A:$247/0days-B:$300/7days,2,1,2,2,1,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,1425918876.34274,1425918882.26465,1425918887.28599,1425918891.85462,1425918895.66346,1425918898.93295,1425918903.17665,1425918907.02902,1425918910.80684,1425918914.26045,1425918917.2331,1425918921.7947,1425918925.86321,1425918930.92178,1425918935.17513,1425918939.47202,1425918943.5764,1425918946.80564,1425918950.52793,1425918953.91597
132364,2,189.199.208.50,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,524288,524289,655361,720897,753665,770049,778241,782337,784385,784386,784898,784899,785027,785091,785123,785124,785132,785136,785138,A:$95/0days-B:$250/90days,A:$248/0days-B:$250/90days,A:$250/0days-B:$300/7days,A:$150/3days-B:$250/90days,A:$245/0days-B:$250/30days,A:$246/0days-B:$250/30days,A:$249/0days-B:$250/90days,A:$247/0days-B:$250/90days,A:$246/0days-B:$250/90days,A:$249/0days-B:$250/30days,A:$245/0days-B:$250/90days,A:$248/0days-B:$250/30days,A:$247/0days-B:$250/30days,A:$249/0days-B:$300/7days,A:$248/0days-B:$300/7days,A:$249/0days-B:$250/60days,A:$247/0days-B:$300/7days,A:$248/0days-B:$250/60days,A:$247/0days-B:$250/60days,A:$246/0days-B:$250/60days,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,1425919363.86951,1425919367.4493,1425919370.31501,1425919373.00529,1425919377.27334,1425919381.55715,1425919384.19411,1425919386.894,1425919391.60121,1425919395.41051,1425919398.90787,1425919402.67989,1425919408.12729,1425919411.20446,1425919414.36605,1425919420.06807,1425919423.79834,1425919427.46099,1425919431.79997,1425919435.44894
132367,2,68.60.124.32,1,0,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,1,0,1,0,524288,524289,655361,720897,753665,753666,753667,753668,753669,753670,754182,754438,754566,754630,754662,754663,754671,754675,754676,A:$95/0days-B:$250/90days,A:$248/0days-B:$250/90days,A:$250/0days-B:$300/7days,A:$150/3days-B:$250/90days,A:$245/0days-B:$250/30days,A:$246/0days-B:$250/30days,A:$245/0days-B:$250/90days,A:$246/0days-B:$250/90days,A:$247/0days-B:$250/30days,A:$248/0days-B:$250/30days,A:$150/0days-B:$250/90days,A:$249/0days-B:$300/7days,A:$250/0days-B:$300/14days,A:$120/0days-B:$150/90days,A:$100/14days-B:$150/90days,A:$247/0days-B:$250/90days,A:$248/0days-B:$300/7days,A:$249/0days-B:$300/14days,A:$249/0days-B:$250/90days,A:$247/0days-B:$300/7days,2,1,2,2,2,1,1,1,1,1,2,2,2,2,2,1,2,2,1,2,1425919456.6586,1425919459.6842,1425919462.21121,1425919464.39967,1425919466.75034,1425919470.05809,1425919473.17199,1425919475.7854,1425919478.18488,1425919480.7433,1425919483.41276,1425919486.70553,1425919488.98999,1425919492.19173,1425919496.8571,1425919499.17282,1425919502.42077,1425919505.13906,1425919508.55886,1425919511.39878
132385,1,68.57.55.155,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,524288,524289,524290,589826,589827,589828,598020,598021,600069,600070,600071,600072,600073,600137,600169,600185,600186,600187,600188,A:$95/0days-B:$250/90days,A:$248/0days-B:$250/90days,A:$250/0days-B:$300/7days,A:$150/0days-B:$250/90days,A:$245/0days-B:$300/7days,A:$246/0days-B:$300/7days,A:$150/0days-B:$250/60days,A:$100/0days-B:$150/90days,A:$150/0days-B:$250/30days,A:$247/0days-B:$300/7days,A:$99/0days-B:$150/90days,A:$248/0days-B:$300/7days,A:$98/0days-B:$150/90days,A:$150/0days-B:$300/7days,A:$120/0days-B:$250/90days,A:$99/0days-B:$150/3days,A:$249/0days-B:$300/7days,A:$96/0days-B:$150/90days,A:$150/3days-B:$250/90days,A:$100/0days-B:$250/90days,2,1,1,2,1,1,2,1,2,1,1,1,1,2,2,2,1,1,1,2,1425919796.10227,1425919799.74802,1425919805.8758,1425919812.17677,1425919815.50826,1425919818.70463,1425919822.22633,1425919825.84475,1425919829.19491,1425919831.85857,1425919835.78606,1425919839.82345,1425919845.00971,1425919847.97237,1425919854.38789,1425919857.94666,1425919861.6374,1425919865.29445,1425919869.94876,1425919879.59659
132368,3,72.252.158.63,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,1,0,1,1,0,524288,524289,655361,720897,720898,737282,737283,737284,739332,740356,740357,740613,740741,740805,740806,740822,740823,740827,740828,A:$95/0days-B:$250/90days,A:$248/0days-B:$250/90days,A:$250/0days-B:$300/7days,A:$150/3days-B:$250/90days,A:$245/0days-B:$250/30days,A:$150/0days-B:$250/90days,A:$249/0days-B:$300/7days,A:$120/0days-B:$150/90days,A:$246/0days-B:$300/7days,A:$248/0days-B:$300/7days,A:$100/0days-B:$150/90days,A:$247/0days-B:$300/7days,A:$250/0days-B:$300/14days,A:$249/0days-B:$300/14days,A:$99/0days-B:$150/90days,A:$248/0days-B:$300/14days,A:$120/0days-B:$250/90days,A:$247/0days-B:$300/14days,A:$150/3days-B:$250/60days,A:$246/0days-B:$300/14days,2,1,2,2,1,2,1,1,2,2,1,2,2,2,1,2,1,2,1,2,1425919840.08858,1425919846.07402,1425919849.92689,1425919854.32369,1425919858.69496,1425919862.05436,1425919865.5187,1425919869.57627,1425919873.40235,1425919881.67589,1425919885.3943,1425919890.89439,1425919896.73489,1425919901.6396,1425919905.06985,1425919908.83789,1425919912.97215,1425919916.82654,1425919922.12942,1425919925.75651
132370,1,209.194.2.130,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,524288,524289,655361,720897,720898,737282,745474,745475,747523,748547,749059,749315,749443,749507,749539,749555,749563,749564,749565,A:$95/0days-B:$250/90days,A:$248/0days-B:$250/90days,A:$250/0days-B:$300/7days,A:$150/3days-B:$250/90days,A:$245/0days-B:$250/30days,A:$150/0days-B:$250/90days,A:$249/0days-B:$300/7days,A:$120/0days-B:$150/90days,A:$250/0days-B:$300/14days,A:$249/0days-B:$300/14days,A:$248/0days-B:$300/14days,A:$100/0days-B:$150/90days,A:$99/0days-B:$150/90days,A:$100/14days-B:$150/90days,A:$247/0days-B:$300/14days,A:$98/0days-B:$150/90days,A:$97/0days-B:$150/90days,A:$249/0days-B:$250/90days,A:$247/0days-B:$250/90days,A:$248/0days-B:$250/30days,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1425919927.7827,1425919931.70466,1425920005.77356,1425920010.03917,1425920013.46108,1425920017.01296,1425920021.76536,1425920122.84097,1425920161.85127,1425920165.6864,1425920168.8449,1425920173.65664,1425920186.44643,1425920229.65816,1425920233.08834,1425920235.87035,1425920239.09021,1425920242.56407,1425920245.97671,1425920248.86049
132369,4,50.154.228.62,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,1,262145,262146,327682,327683,344067,344068,348164,350212,351236,351748,352004,352132,352196,352228,352244,352252,352253,352255,A:$95/0days-B:$250/90days,A:$96/0days-B:$300/14days,A:$95/0days-B:$250/30days,A:$150/0days-B:$300/14days,A:$245/0days-B:$300/7days,A:$80/7days-B:$250/30days,A:$150/3days-B:$250/30days,A:$246/0days-B:$300/7days,A:$247/0days-B:$300/7days,A:$97/0days-B:$250/30days,A:$50/3days-B:$250/60days,A:$250/0days-B:$300/7days,A:$80/7days-B:$250/60days,A:$80/0days-B:$250/60days,A:$50/3days-B:$250/90days,A:$95/0days-B:$250/60days,A:$80/7days-B:$250/90days,A:$249/0days-B:$300/7days,A:$80/0days-B:$250/90days,A:$150/3days-B:$250/60days,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1425919940.09636,1425919943.53074,1425919946.72296,1425919949.35482,1425919952.07298,1425919954.16231,1425919957.64271,1425919961.93939,1425919964.11915,1425919966.51299,1425919968.73248,1425919970.73873,1425919973.41825,1425919975.61317,1425919977.57546,1425919979.76591,1425919981.8329,1425919983.86803,1425919986.59989,1425919989.29597
132387,3,184.18.196.203,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0,1,262145,393217,458753,458754,475138,483330,487426,487427,488451,488452,488708,488836,488900,488901,488902,488903,488907,488909,A:$95/0days-B:$250/90days,A:$96/0days-B:$300/14days,A:$95/0days-B:$250/30days,A:$250/0days-B:$300/7days,A:$96/0days-B:$250/60days,A:$249/0days-B:$300/7days,A:$80/7days-B:$250/60days,A:$248/0days-B:$300/7days,A:$95/0days-B:$250/60days,A:$247/0days-B:$300/7days,A:$80/0days-B:$250/60days,A:$246/0days-B:$300/7days,A:$245/0days-B:$300/7days,A:$50/3days-B:$250/90days,A:$97/0days-B:$250/60days,A:$98/0days-B:$250/60days,A:$150/3days-B:$250/30days,A:$245/0days-B:$300/14days,A:$246/0days-B:$300/14days,A:$247/0days-B:$300/14days,1,2,2,2,1,2,2,2,1,2,1,2,2,2,1,1,1,2,2,2,1425919957.06387,1425919960.49377,1425919963.5181,1425919967.66592,1425919971.81318,1425919974.98362,1425919979.77958,1425919982.99466,1425919985.84903,1425919989.29549,1425919992.64609,1425919995.34814,1425919997.92172,1425920002.42863,1425920005.67852,1425920009.25567,1425920012.34188,1425920015.85725,1425920019.00238,1425920021.41273
132366,1,64.134.154.195,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,524288,524289,655361,720897,720898,737282,745474,745475,747523,748547,749059,749060,749188,749189,749221,749222,749230,749234,749235,A:$95/0days-B:$250/90days,A:$248/0days-B:$250/90days,A:$250/0days-B:$300/7days,A:$150/3days-B:$250/90days,A:$245/0days-B:$250/30days,A:$150/0days-B:$250/90days,A:$249/0days-B:$300/7days,A:$120/0days-B:$150/90days,A:$250/0days-B:$300/14days,A:$249/0days-B:$300/14days,A:$248/0days-B:$300/14days,A:$100/0days-B:$150/90days,A:$247/0days-B:$300/14days,A:$100/14days-B:$150/90days,A:$248/0days-B:$300/7days,A:$99/0days-B:$150/90days,A:$246/0days-B:$300/14days,A:$247/0days-B:$300/7days,A:$98/0days-B:$150/90days,A:$245/0days-B:$300/14days,2,1,2,2,1,2,2,1,2,2,2,1,2,1,2,1,2,2,1,2,1425920216.89031,1425920221.02281,1425920227.79636,1425920233.56068,1425920238.0386,1425920245.34847,1425920250.19203,1425920255.42822,1425920261.09943,1425920265.37719,1425920269.89891,1425920275.60259,1425920279.19361,1425920284.83553,1425920288.6085,1425920292.54302,1425920296.65949,1425920299.94977,1425920303.63721,1425920308.25536
132346,4,45.48.173.203,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1,1,1,0,0,524288,524289,655361,720897,720898,737282,745474,745475,747523,748547,749059,749060,749188,749252,749284,749300,749308,749312,749314,A:$95/0days-B:$250/90days,A:$248/0days-B:$250/90days,A:$250/0days-B:$300/7days,A:$150/3days-B:$250/90days,A:$245/0days-B:$250/30days,A:$150/0days-B:$250/90days,A:$249/0days-B:$300/7days,A:$120/0days-B:$150/90days,A:$250/0days-B:$300/14days,A:$249/0days-B:$300/14days,A:$248/0days-B:$300/14days,A:$100/0days-B:$150/90days,A:$247/0days-B:$300/14days,A:$100/14days-B:$150/90days,A:$99/0days-B:$150/90days,A:$248/0days-B:$300/7days,A:$98/0days-B:$150/90days,A:$246/0days-B:$300/14days,A:$97/0days-B:$150/90days,A:$96/0days-B:$150/90days,2,1,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1425920562.01584,1425920565.81501,1425920569.55699,1425920572.48186,1425920575.56478,1425920579.2643,1425920582.65917,1425920586.85486,1425920591.27474,1425920596.82488,1425920600.50623,1425920604.30668,1425920608.44266,1425920613.4142,1425920617.041,1425920620.97734,1425920624.08097,1425920627.78815,1425920631.00614,1425920634.21143
132389,1,69.207.146.174,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,524288,524289,655361,720897,720898,737282,745474,745475,747523,748547,749059,749060,749188,749252,749253,749269,749277,749281,749283,A:$95/0days-B:$250/90days,A:$248/0days-B:$250/90days,A:$250/0days-B:$300/7days,A:$150/3days-B:$250/90days,A:$245/0days-B:$250/30days,A:$150/0days-B:$250/90days,A:$249/0days-B:$300/7days,A:$120/0days-B:$150/90days,A:$250/0days-B:$300/14days,A:$249/0days-B:$300/14days,A:$248/0days-B:$300/14days,A:$100/0days-B:$150/90days,A:$247/0days-B:$300/14days,A:$100/14days-B:$150/90days,A:$99/0days-B:$150/90days,A:$248/0days-B:$300/7days,A:$246/0days-B:$300/14days,A:$98/0days-B:$150/90days,A:$97/0days-B:$150/90days,A:$247/0days-B:$300/7days,2,1,2,2,1,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,1425920556.72618,1425920560.33818,1425920564.13494,1425920570.68271,1425920575.27829,1425920579.5701,1425920585.3205,1425920590.1743,1425920594.56863,1425920598.51899,1425920602.55821,1425920606.13097,1425920609.43768,1425920616.06533,1425920622.02511,1425920627.2996,1425920631.90684,1425920635.12465,1425920638.58105,1425920641.76087
132392,4,68.81.215.29,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,1,1,1,0,0,0,524288,524289,655361,720897,720898,737282,745474,749570,749571,750595,750596,750852,750853,750854,750855,750871,750872,750876,750878,A:$95/0days-B:$250/90days,A:$248/0days-B:$250/90days,A:$250/0days-B:$300/7days,A:$150/3days-B:$250/90days,A:$245/0days-B:$250/30days,A:$150/0days-B:$250/90days,A:$249/0days-B:$300/7days,A:$120/0days-B:$150/90days,A:$245/0days-B:$250/90days,A:$250/0days-B:$300/14days,A:$246/0days-B:$250/90days,A:$248/0days-B:$300/7days,A:$247/0days-B:$250/90days,A:$249/0days-B:$300/14days,A:$247/0days-B:$300/7days,A:$246/0days-B:$300/7days,A:$100/0days-B:$150/90days,A:$99/0days-B:$150/90days,A:$245/0days-B:$300/7days,A:$98/0days-B:$150/90days,2,1,2,2,1,2,2,2,1,2,1,2,1,1,1,2,1,2,2,2,1425921093.08916,1425921097.1415,1425921162.80792,1425921167.57181,1425921171.83379,1425921176.61452,1425921179.34766,1425921185.48979,1425921190.44261,1425921195.35601,1425921198.62183,1425921201.26054,1425921205.09002,1425921208.6921,1425921213.3871,1425921218.51766,1425921222.18119,1425921226.49194,1425921229.2367,1425921233.74918
132395,3,64.145.76.77,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,524288,524289,655361,655362,655363,655364,655365,655366,655367,655368,655369,655625,655626,655627,655659,655660,655661,655665,655666,A:$95/0days-B:$250/90days,A:$248/0days-B:$250/90days,A:$250/0days-B:$300/7days,A:$150/3days-B:$250/90days,A:$250/0days-B:$300/14days,A:$120/0days-B:$250/90days,A:$249/0days-B:$300/7days,A:$96/0days-B:$250/90days,A:$245/0days-B:$300/7days,A:$80/0days-B:$250/90days,A:$80/7days-B:$250/90days,A:$95/0days-B:$250/60days,A:$246/0days-B:$300/7days,A:$247/0days-B:$300/7days,A:$96/0days-B:$250/60days,A:$248/0days-B:$300/7days,A:$150/3days-B:$250/60days,A:$98/0days-B:$250/60days,A:$100/14days-B:$250/90days,A:$99/0days-B:$250/60days,2,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1425921661.16192,1425921665.29931,1425921669.44178,1425921673.82488,1425921677.0917,1425921682.01693,1425921686.09837,1425921690.47715,1425921693.42467,1425921699.82215,1425921703.68309,1425921707.06409,1425921711.59404,1425921714.76334,1425921718.75846,1425921722.25172,1425921727.65266,1425921730.38435,1425921732.59546,1425921737.72521
132393,1,166.170.43.212,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,1,1,1,0,0,524288,524289,655361,720897,720898,737282,745474,749570,749571,749572,750084,750340,750341,750405,750406,750422,750430,750434,750436,A:$95/0days-B:$250/90days,A:$248/0days-B:$250/90days,A:$250/0days-B:$300/7days,A:$150/3days-B:$250/90days,A:$245/0days-B:$250/30days,A:$150/0days-B:$250/90days,A:$249/0days-B:$300/7days,A:$120/0days-B:$150/90days,A:$245/0days-B:$250/90days,A:$250/0days-B:$300/14days,A:$248/0days-B:$300/7days,A:$246/0days-B:$250/90days,A:$247/0days-B:$250/90days,A:$247/0days-B:$300/7days,A:$249/0days-B:$250/90days,A:$246/0days-B:$300/7days,A:$245/0days-B:$300/7days,A:$249/0days-B:$300/14days,A:$248/0days-B:$300/14days,A:$245/0days-B:$250/60days,2,1,2,2,1,2,2,2,1,1,2,2,1,2,1,2,2,2,2,1,1425921918.31204,1425921922.95621,1425921927.00093,1425921932.36064,1425921937.45282,1425921942.42973,1425921948.80396,1425921958.27665,1425921969.58613,1425921984.71398,1425921989.60124,1425921994.25346,1425921999.53736,1425922003.8129,1425922009.46126,1425922020.11086,1425922028.84827,1425922034.27306,1425922039.55356,1425922044.19002
132397,1,32.213.151.213,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,0,524288,524289,655361,720897,720898,737282,745474,745475,747523,748547,749059,749060,749188,749252,749284,749300,749308,749312,749314,A:$95/0days-B:$250/90days,A:$248/0days-B:$250/90days,A:$250/0days-B:$300/7days,A:$150/3days-B:$250/90days,A:$245/0days-B:$250/30days,A:$150/0days-B:$250/90days,A:$249/0days-B:$300/7days,A:$120/0days-B:$150/90days,A:$250/0days-B:$300/14days,A:$249/0days-B:$300/14days,A:$248/0days-B:$300/14days,A:$100/0days-B:$150/90days,A:$247/0days-B:$300/14days,A:$100/14days-B:$150/90days,A:$99/0days-B:$150/90days,A:$248/0days-B:$300/7days,A:$98/0days-B:$150/90days,A:$246/0days-B:$300/14days,A:$97/0days-B:$150/90days,A:$96/0days-B:$150/90days,2,1,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1425922050.52525,1425922053.35879,1425922056.79468,1425922062.57242,1425922065.78475,1425922069.10154,1425922072.43828,1425922075.8572,1425922078.96402,1425922082.52753,1425922085.56306,1425922091.27026,1425922094.98018,1425922100.30377,1425922106.0781,1425922109.6004,1425922115.04823,1425922118.32462,1425922121.94359,1425922124.9187
132396,4,108.171.130.168,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,524288,786432,786433,786434,819202,819203,819204,819205,819206,819207,819719,819720,819848,819912,819944,819960,819968,819972,819973,A:$95/0days-B:$250/90days,A:$248/0days-B:$250/90days,A:$249/0days-B:$250/30days,A:$249/0days-B:$250/90days,A:$248/0days-B:$250/30days,A:$247/0days-B:$250/30days,A:$247/0days-B:$250/90days,A:$246/0days-B:$250/30days,A:$246/0days-B:$250/90days,A:$245/0days-B:$250/30days,A:$250/0days-B:$300/7days,A:$245/0days-B:$250/90days,A:$249/0days-B:$300/7days,A:$248/0days-B:$300/7days,A:$247/0days-B:$300/7days,A:$250/0days-B:$300/14days,A:$120/0days-B:$150/90days,A:$246/0days-B:$300/7days,A:$245/0days-B:$250/60days,A:$249/0days-B:$300/14days,2,2,1,1,2,1,1,1,1,1,2,1,2,2,2,2,2,2,1,2,1425922361.85843,1425922365.30358,1425922369.15314,1425922372.2456,1425922375.16654,1425922378.16072,1425922380.77843,1425922384.28984,1425922387.90198,1425922391.43372,1425922395.89916,1425922399.27853,1425922402.18621,1425922404.84934,1425922407.457,1425922410.02122,1425922413.26781,1425922415.78617,1425922419.00274,1425922421.55949
132399,3,98.22.37.151,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,524288,524289,655361,720897,720898,737282,745474,745475,745476,746500,747012,747013,747014,747078,747110,747111,747112,747116,747118,A:$95/0days-B:$250/90days,A:$248/0days-B:$250/90days,A:$250/0days-B:$300/7days,A:$150/3days-B:$250/90days,A:$245/0days-B:$250/30days,A:$150/0days-B:$250/90days,A:$249/0days-B:$300/7days,A:$120/0days-B:$150/90days,A:$250/0days-B:$300/14days,A:$248/0days-B:$300/7days,A:$247/0days-B:$300/7days,A:$100/0days-B:$150/90days,A:$249/0days-B:$300/14days,A:$120/0days-B:$250/90days,A:$246/0days-B:$300/7days,A:$248/0days-B:$300/14days,A:$97/0days-B:$150/90days,A:$245/0days-B:$300/7days,A:$150/0days-B:$250/60days,A:$247/0days-B:$300/14days,2,1,2,2,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1425922751.35103,1425922756.45682,1425922760.40725,1425922767.47992,1425922772.76484,1425922783.91519,1425922792.14738,1425922797.45406,1425922802.41161,1425922808.06114,1425922813.4649,1425922818.7589,1425922824.56172,1425922836.84927,1425922841.81882,1425922847.17874,1425922853.88939,1425922858.06298,1425922863.49751,1425922871.86983
132401,1,24.209.66.50,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0,524288,524289,655361,720897,720898,737282,745474,745475,747523,748547,749059,749060,749188,749189,749221,749222,749230,749234,749235,A:$95/0days-B:$250/90days,A:$248/0days-B:$250/90days,A:$250/0days-B:$300/7days,A:$150/3days-B:$250/90days,A:$245/0days-B:$250/30days,A:$150/0days-B:$250/90days,A:$249/0days-B:$300/7days,A:$120/0days-B:$150/90days,A:$250/0days-B:$300/14days,A:$249/0days-B:$300/14days,A:$248/0days-B:$300/14days,A:$100/0days-B:$150/90days,A:$247/0days-B:$300/14days,A:$100/14days-B:$150/90days,A:$248/0days-B:$300/7days,A:$99/0days-B:$150/90days,A:$246/0days-B:$300/14days,A:$247/0days-B:$300/7days,A:$98/0days-B:$150/90days,A:$245/0days-B:$300/14days,2,1,2,2,1,2,2,1,2,2,2,1,2,1,2,1,2,2,1,2,1425922893.47462,1425922899.56787,1425922903.30382,1425922933.0814,1425922937.81339,1425922942.83294,1425922948.18331,1425922952.36663,1425922956.9129,1425922962.06635,1425922968.88353,1425922972.78626,1425922976.38818,1425922981.26494,1425922986.36531,1425922991.11993,1425922994.32678,1425922999.81311,1425923003.91806,1425923008.87025
