"","V1"
"672",-768.371920714541
"673",-765.630692229786
"674",-787.139137769975
"675",-804.950820603486
"676",-798.391233043644
"677",-818.512373011631
"678",-804.213476507053
"679",-796.435943857427
"680",-798.657969064129
"681",-809.365724003921
"682",-801.713045624579
"683",-789.554111761144
"684",-778.745384501402
"685",-803.42610307322
"686",-806.911181848567
"687",-793.95311410756
"688",-788.546027200055
"689",-785.604755910583
"690",-805.606220359099
"691",-771.010304184539
"692",-802.354319153089
"693",-796.629776032523
"694",-789.654445442471
"695",-780.013414481025
"696",-775.902255255306
"697",-767.539407298402
"698",-767.447659288329
"699",-774.617320017985
"700",-800.910715781804
"701",-775.915329686903
"702",-782.895970153102
"703",-780.027371104245
"704",-790.354340010639
"705",-790.87161913233
"706",-782.91077339949
"707",-808.012723879001
"708",-788.583531235757
"709",-795.73784423517
"710",-807.806280537101
"711",-791.653426170626
"712",-775.413446041582
"713",-788.604598574594
"714",-782.380046147131
"715",-800.923036596999
"716",-795.451766203429
"717",-806.880621969386
"718",-801.748949826154
"719",-801.86723316201
"720",-800.531732591362
"721",-805.712470253967
"722",-820.983924852039
"723",-798.411048503848
"724",-799.207249313739
"725",-772.43980230095
"726",-786.556423275634
"727",-769.843041130025
"728",-787.886167812277
"729",-786.807740766899
"730",-803.417838357352
"731",-803.942443156398
"732",-788.505275469159
"733",-793.358363331031
"734",-772.74208054492
"735",-782.698715490816
"736",-786.566429259909
"737",-756.57604320471
"738",-756.692193105299
"739",-770.741489975376
"740",-794.156389124603
"741",-778.999323880748
"742",-788.95133833358
"743",-797.952780717178
"744",-792.737516166139
"745",-784.85861803044
"746",-775.863844993019
"747",-804.662846079792
"748",-820.111587376432
"749",-802.311777393523
"750",-799.608781647824
"751",-803.751957194553
"752",-805.549043518188
"753",-808.716410543778
"754",-803.861054056517
"755",-806.846757715775
"756",-801.519447347809
"757",-807.6898841988
"758",-810.249747413331
"759",-804.358809802393
"760",-801.427968975276
"761",-815.419435553752
"762",-807.679295206606
"763",-812.521945313935
"764",-804.743401589508
"765",-806.479801072931
"766",-800.489998984109
"767",-804.011171789341
"768",-802.695224891843
"769",-781.218184317126
"770",-787.420078178767
"771",-784.208017545794
"772",-813.16758276283
"773",-797.498907939994
"774",-804.551080810865
"775",-812.029228459247
"776",-829.36165047532
"777",-803.964394427714
"778",-809.254021569967
"779",-841.535882862159
"780",-838.681978986394
"781",-822.029452421289
"782",-817.828207408848
"783",-823.253522609863
"784",-800.53653074438
"785",-792.358202760223
"786",-788.269352157238
"787",-804.756071417792
"788",-788.084354211276
"789",-781.699317378115
"790",-776.564362414101
"791",-772.475788575981
"792",-781.147351821769
"793",-777.622598300315
"794",-793.436756020043
"795",-790.055301232097
"796",-781.338293789031
"797",-785.436692744452
"798",-801.298894695684
"799",-803.863941045084
"800",-806.609722825028
"801",-812.876824006399
"802",-797.313169526203
"803",-807.559891320115
"804",-797.767351478901
"805",-803.302110352692
"806",-807.71964901669
"807",-814.14463210068
"808",-800.45157500547
"809",-798.996303963986
"810",-804.173624987221
"811",-790.878379275016
"812",-803.369972138454
"813",-784.280580592912
"814",-797.203635467396
"815",-793.719073481851
"816",-794.739872813766
"817",-806.608132837103
"818",-789.062797966505
"819",-770.459790866098
"820",-781.324732415301
"821",-774.664139417057
"822",-792.527882262692
"823",-787.159275871197
"824",-787.500282335307
"825",-791.813132427843
"826",-785.684131317842
"827",-790.389587571231
"828",-798.098973546821
"829",-789.164325159501
"830",-813.749492010739
"831",-799.004715232902
"832",-800.617579984579
"833",-804.841750259919
"834",-786.708822270331
"835",-813.849773569754
"836",-793.489539760085
"837",-799.969790954859
"838",-785.052893230909
"839",-778.02481967311
"840",-795.173608748122
"841",-805.981771558911
"842",-809.948633013372
"843",-806.905651614201
"844",-816.767798962364
"845",-812.624184595133
"846",-804.138902269581
"847",-803.283679996823
"848",-818.195187893275
"849",-806.283334408572
"850",-802.223763175368
"851",-810.671828394004
"852",-804.380507820241
"853",-789.995585595025
"854",-780.422426222539
"855",-792.194250274728
"856",-779.561816967677
"857",-769.034157108783
"858",-764.515394459977
"859",-781.817602299713
"860",-790.842865661857
"861",-822.609337753939
"862",-801.157370441818
"863",-814.294708142867
"864",-815.497445381311
"865",-796.346865763194
"866",-811.792923254328
"867",-804.904025938008
"868",-793.676189458882
"869",-784.748860296853
"870",-783.593406093331
"871",-791.308039534835
"872",-805.096180676745
"873",-795.931909903416
"874",-805.639547984733
"875",-798.542259046364
"876",-780.104684070815
"877",-813.821469104814
"878",-793.205760915979
"879",-803.630659423751
"880",-805.790845792577
"881",-786.652085798912
"882",-796.891901992994
"883",-794.829173717457
"884",-772.926862430765
"885",-790.927037944841
"886",-791.129009960409
"887",-799.449293333413
"888",-788.124657112589
"889",-783.628108506011
"890",-789.652513771908
"891",-806.741673290616
"892",-830.777474484591
"893",-813.902874816741
"894",-815.605975761813
"895",-816.932358556789
"896",-804.034926769158
"897",-825.770151080803
"898",-811.83802601761
"899",-810.518159770565
"900",-805.140591474561
"901",-787.108200820928
"902",-783.402283826592
"903",-798.287676736254
"904",-802.864418318287
"905",-823.483066301393
"906",-791.924797367268
"907",-775.963530671574
"908",-775.083828643359
"909",-814.228071968477
"910",-818.17318615782
"911",-810.868543856711
"912",-797.094595998383
"913",-792.352926661122
"914",-776.369525023165
"915",-788.165583370484
"916",-775.596519517021
"917",-790.298592404701
"918",-774.431850118941
"919",-808.627558514685
"920",-809.747466972801
"921",-807.294142532514
"922",-792.078780372838
"923",-807.718790025609
"924",-810.021152134912
"925",-795.836204107898
"926",-808.270355878608
"927",-782.550520605515
"928",-782.575888837996
"929",-773.971474335205
"930",-787.232878504931
"931",-809.226572156397
"932",-805.627863684801
"933",-809.127005974462
"934",-832.592843463006
"935",-788.34743496453
"936",-774.941321747925
"937",-795.277326371754
"938",-785.470620401518
"939",-789.054884814148
"940",-795.002863826035
"941",-809.591737598475
"942",-790.207048921402
"943",-785.132609902382
"944",-793.926993403861
"945",-778.797365158925
"946",-771.852070080363
"947",-775.780170523108
"948",-784.20448895542
"949",-808.377111869887
"950",-776.177480246472
"951",-780.082791064155
"952",-788.712065067159
"953",-795.235180626456
"954",-784.218441577367
"955",-773.788405657594
"956",-779.86098846372
"957",-806.812637615882
"958",-819.671633835658
"959",-783.799872815196
"960",-792.605111484268
"961",-805.767345674689
"962",-795.754572126854
"963",-822.037679183998
"964",-804.212573719273
"965",-833.948466934839
"966",-847.233972684941
"967",-822.403459652677
"968",-820.121098311376
"969",-787.614833756369
"970",-784.608278036829
"971",-772.067230090591
"972",-774.116749672954
"973",-774.798501253676
"974",-785.021959454552
"975",-810.033375419786
"976",-823.42633842417
"977",-783.790956563607
"978",-806.067410160624
"979",-807.47085427782
"980",-806.031323623097
"981",-823.25402440811
"982",-800.306405599694
"983",-791.816019730667
"984",-798.862115374351
"985",-796.861419539568
"986",-793.631939641607
"987",-826.493870511877
"988",-813.416328226027
"989",-810.613515407736
"990",-805.010083805423
"991",-814.174779625734
"992",-806.243043733041
"993",-807.378153082422
"994",-817.240329953367
"995",-819.245464762567
"996",-800.25822500637
"997",-786.151503263066
"998",-800.292425131964
"999",-803.62732672718
"1000",-796.862404909665
"1001",-792.030008127033
"1002",-803.146338532268
"1003",-790.053797424015
"1004",-793.473154094273
"1005",-797.226576627886
"1006",-783.240200174784
"1007",-807.344640165257
"1008",-786.899036090932
"1009",-789.208557561214
"1010",-796.86429354801
"1011",-799.425782487517
"1012",-797.231919211187
"1013",-777.365961483725
"1014",-767.367255887828
"1015",-785.305896894296
"1016",-784.546419665735
"1017",-812.823484941175
"1018",-808.023420189771
"1019",-813.70444746984
"1020",-797.307741105351
"1021",-799.523525161262
"1022",-801.211152402367
"1023",-779.19804183513
"1024",-790.792475587626
"1025",-806.236856690792
"1026",-828.726037533861
"1027",-837.218798034243
"1028",-823.02123707857
"1029",-829.952348489145
"1030",-798.984546502128
"1031",-812.517385183919
"1032",-832.02328343193
"1033",-801.542112343565
"1034",-824.778628782209
"1035",-795.699757222433
"1036",-805.062831591498
"1037",-805.120282447614
"1038",-792.016266006706
"1039",-807.437599401818
"1040",-811.465116303011
"1041",-842.186860050879
"1042",-810.85727597465
"1043",-812.671332411941
"1044",-795.811456257879
"1045",-797.382851356996
"1046",-793.296687945356
"1047",-785.452795316421
"1048",-805.927558526155
"1049",-796.573978918875
"1050",-799.622889292034
"1051",-797.417953436933
"1052",-807.862926026761
"1053",-814.10892283644
"1054",-798.844429591329
"1055",-806.117853735105
"1056",-788.883062012523
"1057",-786.58232375138
"1058",-763.646396198893
"1059",-776.713808345809
"1060",-788.923164362861
"1061",-779.746823482608
"1062",-782.948639577306
"1063",-767.151513349668
"1064",-790.179865602065
"1065",-800.677687243972
"1066",-789.935754604858
"1067",-775.256630037827
"1068",-776.019517680294
"1069",-795.606801146379
"1070",-796.032026174915
"1071",-793.413763449596
"1072",-794.956975445276
"1073",-783.5654938372
"1074",-807.862540565269
"1075",-806.25353739748
"1076",-827.754829571604
"1077",-823.03129024223
"1078",-821.927596676866
"1079",-840.80536062361
"1080",-809.846791720382
"1081",-795.457050640312
"1082",-795.668941103138
"1083",-799.017391561716
"1084",-809.399730337289
"1085",-808.800976034503
"1086",-796.883207649214
"1087",-798.858318641948
"1088",-792.287149199448
"1089",-780.499690513416
"1090",-789.637011552605
"1091",-786.163965284498
"1092",-776.551472573157
"1093",-803.683518906285
"1094",-775.626142788272
"1095",-784.330192002312
"1096",-801.807025973655
"1097",-788.298701125532
"1098",-803.823206355859
"1099",-791.401722762694
"1100",-837.774183423126
"1101",-831.352661936547
"1102",-849.310807724043
"1103",-843.214442822516
"1104",-840.338281082762
"1105",-836.082294088726
"1106",-797.103423255895
"1107",-811.752243664588
"1108",-816.026376515421
"1109",-809.108289263056
"1110",-824.216743703632
"1111",-811.412686760926
"1112",-810.522149752953
"1113",-793.104431927505
"1114",-792.69254124866
"1115",-777.476094948276
"1116",-786.756125255901
"1117",-784.806081859962
"1118",-786.826343151156
"1119",-783.021257427885
"1120",-787.554667509088
"1121",-795.43408479807
"1122",-822.298522789166
"1123",-783.170696824063
"1124",-788.356879905462
"1125",-777.641626042939
"1126",-798.166242330087
"1127",-782.174743728142
"1128",-790.07264987962
"1129",-786.143619543788
"1130",-779.671028955276
"1131",-794.11557501106
"1132",-796.622194920106
"1133",-780.068887418994
"1134",-787.01592694347
"1135",-798.785524047201
"1136",-803.204579511279
"1137",-802.916118364144
"1138",-783.246523158322
"1139",-806.742079834367
"1140",-806.68126624828
"1141",-801.533046957969
"1142",-795.752777958859
"1143",-784.516699629201
"1144",-780.210018799514
"1145",-795.962853337609
"1146",-798.096022506272
"1147",-794.432539866492
"1148",-802.636071353438
"1149",-793.583949622667
"1150",-799.913565021808
"1151",-797.306420807927
"1152",-789.10522248165
"1153",-795.747241122572
"1154",-816.518959854597
"1155",-804.850167507798
"1156",-816.711331223082
"1157",-795.326606903193
"1158",-789.91459452164
"1159",-787.952396229803
"1160",-803.329276413537
"1161",-810.893187783506
"1162",-802.414136312168
"1163",-805.752903781781
"1164",-792.493822871701
"1165",-775.771560481112
"1166",-796.752554669575
"1167",-783.16656848064
"1168",-795.124352189875
"1169",-783.810575180092
"1170",-788.79574416391
"1171",-790.442569661152
"1172",-808.575525959358
"1173",-796.926470011683
"1174",-791.487264234514
"1175",-774.612227356644
"1176",-783.481401655949
"1177",-790.546068349059
"1178",-787.454489503818
"1179",-766.808095600285
"1180",-787.591526691464
"1181",-781.227452416588
"1182",-787.594904132101
"1183",-788.406883271644
"1184",-791.926931404385
"1185",-777.11494098953
"1186",-776.09967326117
"1187",-794.222490905301
"1188",-794.604353265655
"1189",-813.179165641432
"1190",-815.114392189711
"1191",-797.120129876033
"1192",-805.384089829203
"1193",-800.293890455581
"1194",-791.002531551811
"1195",-791.709144044909
"1196",-774.876043150471
"1197",-793.766788842159
"1198",-786.882919112949
"1199",-793.430227357203
"1200",-802.829789431097
"1201",-800.666697650254
"1202",-798.7884743732
"1203",-797.568508802465
"1204",-793.854440123561
"1205",-773.399953560553
"1206",-783.47729787412
"1207",-792.544902984889
"1208",-792.120569824158
"1209",-824.017850756781
"1210",-803.240060231863
"1211",-814.893389196871
"1212",-797.452246273247
"1213",-796.898164175393
"1214",-787.848263493073
"1215",-801.54155705434
"1216",-811.822287586513
"1217",-790.268236479003
"1218",-809.763633260966
"1219",-806.85389363055
"1220",-823.608835337925
"1221",-815.608686265563
"1222",-818.289707345898
"1223",-811.527009372235
"1224",-811.136303626372
"1225",-790.710607449474
"1226",-776.388382169756
"1227",-782.41527044073
"1228",-784.287385133251
"1229",-815.322477684176
"1230",-777.539421000002
"1231",-787.340694295152
"1232",-799.458847599374
"1233",-795.573518272957
"1234",-802.531957026359
"1235",-808.905242464519
"1236",-810.405196250065
"1237",-778.519235410537
"1238",-787.817578528509
"1239",-789.417536738024
"1240",-844.081887204415
"1241",-821.263585599449
"1242",-819.099808292716
"1243",-810.97593864347
"1244",-820.317791508536
"1245",-827.3936065348
"1246",-814.950245281826
"1247",-805.455163825427
"1248",-798.834977442235
